Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8467827,2019-07-23 10:26:22,2019-01-22 15:07:03,43999833,6687974616,43999833,152,2280,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008269/SRR8467827,SRX5274179,LIB10785134,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274410,SAMN10785134,simple,10116,Rattus norvegicus,Liver_X27Mo_fasted_363,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,44293CFD33409C673BD31A3A1AFAC398,459D14CF94EE50B6E4F281E679FD7C22
SRR8467790,2019-07-23 10:26:22,2019-01-22 15:20:38,51390167,7811305384,51390167,152,2631,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/008269/SRR8467790,SRX5274216,LIB10785135,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274447,SAMN10785135,simple,10116,Rattus norvegicus,Liver_X27Mo_fasted_364,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,10BF3010071B214BCDE39A1354EE3C1F,A1F2B75F4217803A97F36B2BBD7A6472
SRR8467789,2019-07-23 10:26:22,2019-01-22 15:13:06,55784029,8479172408,55784029,152,2919,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008269/SRR8467789,SRX5274217,LIB10785136,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274448,SAMN10785136,simple,10116,Rattus norvegicus,Liver_X27Mo_fasted_365,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,E892FF0F3897491DB372EFF144913ACC,AB84841E8B7E36493ACBB122B5FF812C
SRR8467788,2019-07-23 10:26:22,2019-01-22 15:03:48,41616158,6325656016,41616158,152,2336,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467788,SRX5274218,LIB10785137,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274449,SAMN10785137,simple,10116,Rattus norvegicus,Liver_X27Mo_fasted_366,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,53AFD933677C6C91D6FB8E6A896073C0,35A8EB0D8EE8939A8FBDED3BB6797346
SRR8467787,2019-07-23 10:26:22,2019-01-22 15:05:33,40375122,6137018544,40375122,152,2088,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467787,SRX5274219,LIB10785138,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274450,SAMN10785138,simple,10116,Rattus norvegicus,Liver_X27Mo_fasted_367,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,495BD5F6C67E3D77E1071BEB7484AE30,9253A5BD2535AA2F1A7FB1AC2C71F218
SRR8467778,2019-07-23 10:26:22,2019-01-22 14:24:51,41566740,6318144480,41566740,152,2192,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008269/SRR8467778,SRX5274228,LIB10785139,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274459,SAMN10785139,simple,10116,Rattus norvegicus,Liver_X27Mo_fasted_368,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,C3E7C94208DFA058FC055F9A8CE5DC29,8971691FB6F6FD11363D89B0641CA0C0
SRR8467773,2019-07-23 10:26:22,2019-01-21 17:01:22,39472747,5999857544,39472747,152,2039,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/008269/SRR8467773,SRX5274233,LIB10785140,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274464,SAMN10785140,simple,10116,Rattus norvegicus,Liver_X6Mo_fasted_294,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,749E61BD01585538FFED8E83C10AFE8C,400236E46A19F97D60BD20848232C4A5
SRR8467811,2019-07-23 10:26:22,2019-01-22 15:07:34,40487989,6154174328,40487989,152,2055,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008269/SRR8467811,SRX5274195,LIB10785141,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274426,SAMN10785141,simple,10116,Rattus norvegicus,Liver_X6Mo_fasted_295,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,985414DACB315204B40DFA239AC91483,DA16E2C182A87D50AA1F0D2DFA5B0A66
SRR8467812,2019-07-23 10:26:22,2019-01-22 15:02:48,39649254,6026686608,39649254,152,2021,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467812,SRX5274194,LIB10785142,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274425,SAMN10785142,simple,10116,Rattus norvegicus,Liver_X6Mo_fasted_296,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,715E6B20597B60E86157991D5D38DECB,C9B3B96C3838F3C4A7F6317BA3A61227
SRR8467809,2019-07-23 10:26:22,2019-01-22 15:08:36,40511150,6157694800,40511150,152,2084,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467809,SRX5274197,LIB10785143,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274428,SAMN10785143,simple,10116,Rattus norvegicus,Liver_X6Mo_fasted_297,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,E6807EFCE84B1D9B8F400FC3245E85D6,747EA353B53E8166E8B8DA961A867FFA
SRR8467810,2019-07-23 10:26:22,2019-01-22 15:04:43,46669745,7093801240,46669745,152,2370,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467810,SRX5274196,LIB10785144,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274427,SAMN10785144,simple,10116,Rattus norvegicus,Liver_X6Mo_fasted_298,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,867D664921454B36B299C482B8E77A72,C753555E1B65C1B204CC911F29E55E45
SRR8467815,2019-07-23 10:26:22,2019-01-22 15:04:21,37822364,5748999328,37822364,152,1929,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467815,SRX5274191,LIB10785145,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274422,SAMN10785145,simple,10116,Rattus norvegicus,Liver_X6Mo_fasted_299,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,F97FCFD54255AB9962D5B4E274BA4C3C,44F01ED9111FF545DAAC5953AC3883DE
SRR8467816,2019-07-23 10:26:22,2019-01-22 15:07:54,40713558,6188460816,40713558,152,2076,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467816,SRX5274190,LIB10785146,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274421,SAMN10785146,simple,10116,Rattus norvegicus,Liver_X6Mo_fasted_300,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,0C5956F61E1DAD31A42A39F0839EC908,18565B141A4EEF21C2B59AD68A5AFFBA
SRR8467813,2019-07-23 10:26:22,2019-01-22 15:05:56,41565552,6317963904,41565552,152,2103,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467813,SRX5274193,LIB10785147,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274424,SAMN10785147,simple,10116,Rattus norvegicus,Liver_X6Mo_fasted_301,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,1A21E92D823A4F8B5220AA982844CAE0,80088C90E9860C1EAE99ED205B3BF341
SRR8467814,2019-07-23 10:26:22,2019-01-22 15:07:24,44306981,6734661112,44306981,152,2281,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008269/SRR8467814,SRX5274192,LIB10785148,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274423,SAMN10785148,simple,10116,Rattus norvegicus,Liver_X9Mo_fasted_276,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,6C3254D76B0F8B2C0D07BB881FFC6EF1,337EFE4D860F12B54A43A16BE888427B
SRR8467807,2019-07-23 10:26:22,2019-01-22 15:05:30,42745461,6497310072,42745461,152,2193,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467807,SRX5274199,LIB10785149,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274430,SAMN10785149,simple,10116,Rattus norvegicus,Liver_X9Mo_fasted_277,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,6AE2F96E3EBD3013892F2BA5774FF3AA,CF1D66119E1B45DF69576CD27810E17F
SRR8467808,2019-07-23 10:26:22,2019-01-22 15:14:58,50099941,7615191032,50099941,152,2595,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467808,SRX5274198,LIB10785150,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274429,SAMN10785150,simple,10116,Rattus norvegicus,Liver_X9Mo_fasted_278,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,547A280168555802B0EE493FAC03C770,2E046243CC50784835145EF975757B39
SRR8467774,2019-07-23 10:26:22,2019-01-22 15:02:01,42816000,6508032000,42816000,152,2230,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467774,SRX5274232,LIB10785151,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274463,SAMN10785151,simple,10116,Rattus norvegicus,Liver_X9Mo_fasted_279,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,E7FF97E2B99064670E5A1BD298819558,C4FCC36665FF3E191F7AFBE3EA14977C
SRR8467806,2019-07-23 10:26:22,2019-01-22 15:07:51,46512675,7069926600,46512675,152,2424,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467806,SRX5274200,LIB10785152,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274431,SAMN10785152,simple,10116,Rattus norvegicus,Liver_X9Mo_fasted_280,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,9D7C80A12C5D274AA9E29C907C8BAEE7,4467363C8D77D6FEA0AA357565E727D5
SRR8467776,2019-07-23 10:26:22,2019-01-22 15:05:22,48149069,7318658488,48149069,152,2499,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467776,SRX5274230,LIB10785153,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274461,SAMN10785153,simple,10116,Rattus norvegicus,Liver_X9Mo_fasted_281,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,BF41815AE45E5A86F0EB39CDF45E69AB,B114A493278CA80C2BB6A9203EC1C9B2
SRR8467775,2019-07-23 10:26:22,2019-01-22 15:02:42,43562561,6621509272,43562561,152,2424,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467775,SRX5274231,LIB10785154,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274462,SAMN10785154,simple,10116,Rattus norvegicus,Liver_X9Mo_fasted_282,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,1CE3CC1E427CBC2C28A9E09DB6E933AB,EEF999DDB8F92BB1D63B34C9A7F4A633
SRR8467777,2019-07-23 10:26:22,2019-01-22 15:03:00,46552561,7075989272,46552561,152,2396,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467777,SRX5274229,LIB10785155,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274460,SAMN10785155,simple,10116,Rattus norvegicus,Liver_X9Mo_fasted_283,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,84F91673FEAADD60256C3910B994F4B7,C44EB56B15C2784C492D4A886B334E9C

Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9616387,2019-07-23 10:26:24,2019-07-01 15:18:18,54804671,8330309992,54804671,152,3066,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/009391/SRR9616387,SRX6379417,LIB12165858.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040051,SAMN12165858,simple,10116,Rattus norvegicus,Hippocampus_12Mo_fasted_1_A413-284,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,85D83DC6040CF0077670F532A9044FFC,A288AA27F6A950FE922007D60CC831E1
SRR9616386,2019-07-23 10:26:24,2019-07-01 15:16:19,49107446,7464331792,49107446,152,2783,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/009391/SRR9616386,SRX6379418,LIB12165859.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040052,SAMN12165859,simple,10116,Rattus norvegicus,Hippocampus_12Mo_fasted_2_A414-285,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,669E79AA2E9BFCEEEEC65CAC9B27C317,8ED6CD938B257940B4F12654B26D5F09
SRR9616397,2019-07-23 10:26:24,2019-07-01 15:14:43,50345545,7652522840,50345545,152,2821,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/009391/SRR9616397,SRX6379407,LIB12165860.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040041,SAMN12165860,simple,10116,Rattus norvegicus,Hippocampus_12Mo_fasted_3_A415-286,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,84C06FAB04CABF70F73C6753F4DAC2B9,C9C62C240BEDA06BD98EFEEB4E17118D
SRR9616396,2019-07-23 10:26:24,2019-07-01 15:18:55,55951454,8504621008,55951454,152,3122,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/009391/SRR9616396,SRX6379408,LIB12165861.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040042,SAMN12165861,simple,10116,Rattus norvegicus,Hippocampus_12Mo_fasted_4_A416-287,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,81CF8CD2E84D6732C4E4E253C8D1BD06,A66DBAB2D630F1CCCA7FA3DC2F4C52F2
SRR9616367,2019-07-23 10:26:24,2019-07-01 15:15:40,49976320,7596400640,49976320,152,2820,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/009390/SRR9616367,SRX6379437,LIB12165862.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040071,SAMN12165862,simple,10116,Rattus norvegicus,Hippocampus_12Mo_fasted_5_A417-288,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,E0FB2A7045884595B4E41A9F1B43D466,0FF4D4A95F007B3AEC589F46E96DAEEC
SRR9616368,2019-07-23 10:26:24,2019-07-01 15:16:34,52312554,7951508208,52312554,152,2906,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/009390/SRR9616368,SRX6379436,LIB12165863.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040070,SAMN12165863,simple,10116,Rattus norvegicus,Hippocampus_12Mo_fasted_6_A418-289,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,87AF92DA0EE1B139391EAF56EEFE99AA,54ECCC2FCD79336BBC8280002F54D645
SRR9616369,2019-07-23 10:26:24,2019-07-01 15:17:57,53426771,8120869192,53426771,152,2959,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/009390/SRR9616369,SRX6379435,LIB12165864.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040069,SAMN12165864,simple,10116,Rattus norvegicus,Hippocampus_12Mo_fasted_7_A419-290,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,1739F24317FB6C8D0A36A2A700FE48CC,4309571457C536F8B746F02AED4BC69E
SRR9616370,2019-07-23 10:26:24,2019-07-01 15:19:23,56168728,8537646656,56168728,152,3081,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/009390/SRR9616370,SRX6379434,LIB12165865.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040068,SAMN12165865,simple,10116,Rattus norvegicus,Hippocampus_12Mo_fasted_8_A420-291,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,DF638004DB72365DC4CE6DF151009C6A,953F30BE0C7C12BC3D2C0322B14EF7E4
SRR9616371,2019-07-23 10:26:24,2019-07-01 15:15:56,43353705,6589763160,43353705,152,2419,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/009390/SRR9616371,SRX6379433,LIB12165866.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040067,SAMN12165866,simple,10116,Rattus norvegicus,Hippocampus_18Mo_fasted_1_A421-227,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,0460E5DB25C946AF1BD4915FCA81C431,6224DEFF4F482413D4D5727746DA0F68
SRR9616372,2019-07-23 10:26:24,2019-07-01 15:17:49,53236484,8091945568,53236484,152,2951,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/009390/SRR9616372,SRX6379432,LIB12165867.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040066,SAMN12165867,simple,10116,Rattus norvegicus,Hippocampus_18Mo_fasted_2_A422-228,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,5FE0CE4FFED1BF6149C9AFBD5F0BB7D6,D8236602A60CE39548F21AAE8804506F
SRR9616373,2019-07-23 10:26:24,2019-07-01 15:19:53,60186292,9148316384,60186292,152,3312,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/009390/SRR9616373,SRX6379431,LIB12165868.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040065,SAMN12165868,simple,10116,Rattus norvegicus,Hippocampus_18Mo_fasted_3_A423-229,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,3C0102E726C8F8B54406C43233B3467F,7C96ABA49F4290CA8F630D972787DFA7
SRR9616374,2019-07-23 10:26:24,2019-07-01 15:18:05,53982236,8205299872,53982236,152,2976,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/009390/SRR9616374,SRX6379430,LIB12165869.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040064,SAMN12165869,simple,10116,Rattus norvegicus,Hippocampus_18Mo_fasted_4_A424-230,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,02A0EC0E05441B804EE33D04ADED55B8,1BD0FE66CB3B4888EE67F9DD705F9DE5
SRR9616365,2019-07-23 10:26:25,2019-07-01 15:20:15,54963300,8354421600,54963300,152,3035,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/009390/SRR9616365,SRX6379439,LIB12165870.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040073,SAMN12165870,simple,10116,Rattus norvegicus,Hippocampus_18Mo_fasted_5_A425-231,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,AB0B18DD1756979DB34E1AB653B17817,7420AD0A47E9C112FE517E6B30E572D7
SRR9616366,2019-07-23 10:26:25,2019-07-01 15:20:17,57174101,8690463352,57174101,152,3139,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/009390/SRR9616366,SRX6379438,LIB12165871.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040072,SAMN12165871,simple,10116,Rattus norvegicus,Hippocampus_18Mo_fasted_6_A426-232,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,81579225E955844008A7F4EEA46D44D1,9D03826F244DC1F86B24BBCD9CF9F79A
SRR9616399,2019-07-23 10:26:24,2019-07-01 15:19:39,54822899,8333080648,54822899,152,3011,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/009391/SRR9616399,SRX6379405,LIB12165872.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040039,SAMN12165872,simple,10116,Rattus norvegicus,Hippocampus_18Mo_fasted_7_A427-233,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,4B21716D2AC8A4068ABCB882D09CD851,E8B3326EA64F6FCE95411CC07987F19C
SRR9616398,2019-07-23 10:26:24,2019-07-01 15:42:09,50062654,5813926285,26436377,116,2157,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/009391/SRR9616398,SRX6379406,LIB12165873.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040040,SAMN12165873,simple,10116,Rattus norvegicus,Hippocampus_18Mo_fasted_8_A428-234,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,EE70DE31AA17E3210A4FD9B6EDBB6594,281A63CF2DF2521DF3974F60831DA8A8
SRR9616381,2019-07-23 10:26:24,2019-07-01 15:17:57,47223770,7178013040,47223770,152,2586,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/009390/SRR9616381,SRX6379423,LIB12165874.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040057,SAMN12165874,simple,10116,Rattus norvegicus,Hippocampus_21Mo_fasted_1_A429-120,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,1481AB4C441A49349232679D9F96B413,11DD0718C469D83BC63CBDDA6665BACC
